Asset ID,Asset Name,Solo,Entity Code,SubEntity Code,Fund/LoB Name,Fund/LoB Type,Rating,Credit Quality Step,Market Value (MVi),Modified Duration,Duration,Category,Duration Class,Corrected Duration,Multiplication Factor,Step Up Factor,"F(Rating, Duration)",Capital Charge,Capital Charge UL,Credit Spread Relief Factor,LAC of TP,LAC of TP UL
C_13265705-14_LU0003_1_CMBI_LU0003_LXFP,LU0003 IDINVEST PARTNERS IPD IV LU0003_LXFP_C_13265705-14_LU0003_1_CMBI_LU0003_LXFP,RC630,RC630,,LU0003_LXFP,OTHER_LIFE,BB,4,193648.6746,2.271720767,2.271720767,Other Bond,1,2.271720767,0.045,0,0.102227435,19796.2072,0,0,0,0
C_13265705-13_LU0003_1_CMBI_LU0003_LXFP,LU0003 IDINVEST PARTNERS IPD IV LU0003_LXFP_C_13265705-13_LU0003_1_CMBI_LU0003_LXFP,RC630,RC630,,LU0003_LXFP,OTHER_LIFE,A,2,4.48562,3.482836485,3.482836485,Other Bond,1,3.482836485,0.014,0,0.048759711,0.218717534,0,0,0,0
C_13265705-12_LU0003_1_CMBI_LU0003_LXFP,LU0003 IDINVEST PARTNERS IPD IV LU0003_LXFP_C_13265705-12_LU0003_1_CMBI_LU0003_LXFP,RC630,RC630,,LU0003_LXFP,OTHER_LIFE,BBB,3,289056.76,0.50137341,1,Other Bond,1,1,0.025,0,0.025,7226.419,0,0,0,0
C_13265705-11_LU0003_1_CMBI_LU0003_LXFP,LU0003 IDINVEST PARTNERS IPD IV LU0003_LXFP_C_13265705-11_LU0003_1_CMBI_LU0003_LXFP,RC630,RC630,,LU0003_LXFP,OTHER_LIFE,BBB,3,191049.1681,2.863913774,2.863913774,Other Bond,1,2.863913774,0.025,0,0.071597844,13678.7086,0,0,0,0
C_13265705-10_LU0003_1_CMBI_LU0003_LXFP,LU0003 IDINVEST PARTNERS IPD IV LU0003_LXFP_C_13265705-10_LU0003_1_CMBI_LU0003_LXFP,RC630,RC630,,LU0003_LXFP,OTHER_LIFE,BBB,3,832417.8332,3.283429146,3.283429146,Other Bond,1,3.283429146,0.025,0,0.082085729,68329.62438,0,0,0,0
C_13265705-9_LU0003_1_CMBI_LU0003_LXFP,LU0003 IDINVEST PARTNERS IPD IV LU0003_LXFP_C_13265705-9_LU0003_1_CMBI_LU0003_LXFP,RC630,RC630,,LU0003_LXFP,OTHER_LIFE,A,2,217056.9278,0.50137341,1,Other Bond,1,1,0.014,0,0.014,3038.796989,0,0,0,0
C_13265705-8_LU0003_1_CMBI_LU0003_LXFP,LU0003 IDINVEST PARTNERS IPD IV LU0003_LXFP_C_13265705-8_LU0003_1_CMBI_LU0003_LXFP,RC630,RC630,,LU0003_LXFP,OTHER_LIFE,BBB,3,1225218.867,0.50137341,1,Other Bond,1,1,0.025,0,0.025,30630.47168,0,0,0,0
C_13265705-7_LU0003_1_CMBI_LU0003_LXFP,LU0003 IDINVEST PARTNERS IPD IV LU0003_LXFP_C_13265705-7_LU0003_1_CMBI_LU0003_LXFP,RC630,RC630,,LU0003_LXFP,OTHER_LIFE,BB,4,155677.659,3.691917658,3.691917658,Other Bond,1,3.691917658,0.045,0,0.166136295,25863.70942,0,0,0,0
C_13265705-6_LU0003_1_CMBI_LU0003_LXFP,LU0003 IDINVEST PARTNERS IPD IV LU0003_LXFP_C_13265705-6_LU0003_1_CMBI_LU0003_LXFP,RC630,RC630,,LU0003_LXFP,OTHER_LIFE,B,5,459194.122,0.50137341,1,Other Bond,1,1,0.075,0,0.075,34439.55915,0,0,0,0
C_13265705-5_LU0003_1_CMBI_LU0003_LXFP,LU0003 IDINVEST PARTNERS IPD IV LU0003_LXFP_C_13265705-5_LU0003_1_CMBI_LU0003_LXFP,RC630,RC630,,LU0003_LXFP,OTHER_LIFE,BB,4,2758561.017,0.50137341,1,Other Bond,1,1,0.045,0,0.045,124135.2458,0,0,0,0
