"Asset_ID","Asset_Name","Rating_PQ","Rating_CQ","MV_PQ","MV_CQ","CC_PQ","CC_CQ","LT_Flag_PQ","LT_Flag_CQ","deltaMV","deltaCC","CheckRating","Check_LT_Flag","CC_MV_Ratio_PQ","CC_MV_Ratio_CQ","delta_CC_MV_ratio"
"10177835","PACIFIC GAS & ELECTRIC MBS FIX 2.950% 01.03.2026_10177835","BBB","BBB",1080.985605,1170.350413,105.99814622,108.95512901,"N","N",89.3648080000003,2.95698279,"No Change in Rating","No Change in LT_Flag",0.0980569451893858,0.093096159748183,-0.00496078544120274
"10211113","HSBC HOLDINGS PLC FIX 4.300% 08.03.2026_10211113","A","A",78474.2339,78142.63013,4502.009073,4205.39962,"N","N",-331.603770000002,-296.609453,"No Change in Rating","No Change in LT_Flag",0.0573692643974954,0.0538169704936191,-0.00355229390387635
"10318069","AIRCASTLE LTD FIX 5.000% 01.04.2023_10318069","BBB","BBB",1868.0980097,3148.468024,66.9009288,95.57467432,"N","N",1280.3700143,28.67374552,"No Change in Rating","No Change in LT_Flag",0.0358123227221594,0.0303559298018775,-0.00545639292028186
"10331465","OCCIDENTAL PETROLEUM COR FIX 3.400% 15.04.2026_10331465","BB","BB",15794.824808,15960.803148,2849.3079953,2698.869848,"N","N",165.978339999998,-150.4381473,"No Change in Rating","No Change in LT_Flag",0.180395036344869,0.169093611579201,-0.0113014247656681
"10483612","FORD MOTOR CREDIT CO LLC FIX 3.096% 04.05.2023_10483612","BB","BB",9545.709227,9470.465493,664.5543141,561.4162996,"N","N",-75.2437339999997,-103.1380145,"No Change in Rating","No Change in LT_Flag",0.0696181182871474,0.0592807502455888,-0.0103373680415586
"10489625","AMER AIRLINE 16-2 AA PTT AA FIX 3.200% 15.06.2028_10489625","BBB","BBB",7285.577474,8026.742367,907.4349522,980.2946575,"N","N",741.164893000001,72.8597053000001,"No Change in Rating","No Change in LT_Flag",0.124552234251624,0.122128581269812,-0.00242365298181191
"10497884","BANCO DE SABADELL SA EMTN FIX 5.625% 06.05.2026_10497884","BB","BB",241.59562919,257.17031413,45.01467451,44.93090396,"N","N",15.57468494,-0.083770549999997,"No Change in Rating","No Change in LT_Flag",0.186322387788724,0.174712637856356,-0.0116097499323682
"10504442","FCE BANK PLC EMTN FIX 1.615% 11.05.2023_10504442","BBB","BBB",619.3687429,671.4323332,24.701907243,22.547445618,"N","N",52.0635902999999,-2.154461625,"No Change in Rating","No Change in LT_Flag",0.0398823923973642,0.0335811138414208,-0.0063012785559434
"10560235","MERLIN PROPERTIES SOCIMI EMTN FIX 2.375% 23.05.2022_10560235","BBB","BBB",7.627522745,7.774638586,0.190688068,0.194365965,"N","N",0.147115841,0.00367789700000001,"No Change in Rating","No Change in LT_Flag",0.0249999999180599,0.0250000000450182,1.26958277224531e-10
"10566104","AERCAP IRELAND CAP/GLOBA FIX 3.950% 01.02.2022_10566104","BBB","BBB",1809.9114961,1518.7176666,45.2477874,37.96794166,"N","N",-291.1938295,-7.27984574,"No Change in Rating","No Change in LT_Flag",0.0249999999986187,0.0249999999967077,-1.9109679116891e-12
"10567183","BOEING CO FIX 1.875% 15.06.2023_10567183","BBB","BBB",1040.051078,1252.3973534,39.32478326,39.88564824,"N","N",212.3462754,0.560864979999998,"No Change in Rating","No Change in LT_Flag",0.0378104345948286,0.0318474389391823,-0.00596299565564633
"10572226","COCA-COLA EUROPACIFIC FIX 0.750% 24.02.2022_10572226","BBB","BBB",11.389834149,11.606215126,0.284745854,0.290155378,"N","N",0.216380977,0.005409524,"No Change in Rating","No Change in LT_Flag",0.0250000000241443,0.0249999999870759,-3.70684455353043e-11
"10572264","HSBC HOLDINGS PLC FIX 3.900% 25.05.2026_10572264","A","A",67630.15109,65661.53853,4037.768665,3754.357516,"N","N",-1968.61256000001,-283.411149,"No Change in Rating","No Change in LT_Flag",0.0597036765395758,0.0571774222787161,-0.00252625426085965
"10578240","NXP BV/NXP FUNDING LLC 144A FIX 4.625% 01.06.2023_10578240","BBB","BBB",331.4197014,394.2797307,13.293411986,13.639448582,"N","N",62.8600293,0.346036595999999,"No Change in Rating","No Change in LT_Flag",0.0401105061945482,0.0345933293547317,-0.00551717683981651
"10596345","STATE OF QATAR REGS FIX 4.625% 02.06.2046_10596345","AA","AA",483.3852009,531.3163608,54.58494698,60.44199837,"N","N",47.9311599,5.85705139000001,"No Change in Rating","No Change in LT_Flag",0.112922255125664,0.113758963264359,0.000836708138695103
"10604391","LU0003 AMERN AIRLINE 16-2 A PTT A FIX 3.650% 15.06.2028 LU0003_LXEUR_10604391_LU0003_LU0003_LXEUR","BB","BB",8911.628837,9024.890298,2212.5982022,2210.6678209,"N","N",113.261461,-1.93038129999968,"No Change in Rating","No Change in LT_Flag",0.248282131434106,0.244952320516284,-0.00332981091782139
"10616292","AMERICAN INTL GROUP FIX 1.500% 08.06.2023_10616292","BBB","BBB",27.998530196,28.498428002,0.994725761,0.832883085,"N","N",0.499897806,-0.161842676,"No Change in Rating","No Change in LT_Flag",0.0355277849957321,0.0292255799141465,-0.00630220508158561
"10657982","UNITED AIR 2016-1 AA PTT AA FIX 3.100% 07.07.2028_10657982","A","A",1436.8384913,1541.5542422,97.48860864,100.53906829,"N","N",104.7157509,3.05045965000001,"No Change in Rating","No Change in LT_Flag",0.0678493854600149,0.0652192868325655,-0.00263009862744938
"10660661","REPUBLIC OF INDONESIA REGS FIX 2.625% 14.06.2023_10660661","BBB","BBB",46.87124935,47.80703702,1.967605694,1.70560226,"N","N",0.935787670000003,-0.262003434,"No Change in Rating","No Change in LT_Flag",0.0419789470365377,0.0356768033811939,-0.00630214365534371
"10661715","UNITED AIR 2016-1 A PTT A FIX 3.450% 07.07.2028_10661715","BBB","BBB",2789.6034273,3039.7658992,334.4244953,351.1027251,"N","N",250.1624719,16.6782298,"No Change in Rating","No Change in LT_Flag",0.119882450683566,0.115503212004715,-0.00437923867885161
"10927152","ADANI TRANSMISSION LTD REGS FIX 4.000% 03.08.2026_10927152","BBB","BBB",321.069461,335.9044992,35.60814971,35.13853065,"N","N",14.8350382,-0.469619059999999,"No Change in Rating","No Change in LT_Flag",0.110904816668316,0.104608693047241,-0.00629612362107491
"11002190","UBS GROUP AG 144A VAR 01.02.2022_11002190","A","A",693.6227224,504.8610028,9.710718114,7.068054039,"N","N",-188.7617196,-2.642664075,"No Change in Rating","No Change in LT_Flag",0.0140000000005767,0.0139999999996039,-9.72831190604317e-13
"11009289","ADIENT GLOBAL HOLDINGS REGS FIX 3.500% 15.08.2024_11009289","B","B",12844.467638,12706.64987,2407.0810302,2180.8128035,"N","N",-137.817767999997,-226.2682267,"No Change in Rating","No Change in LT_Flag",0.187402163954131,0.171627677303742,-0.0157744866503882
"11009660","BARCLAYS PLC EMTN FIX 3.250% 12.02.2027_11009660","BBB","BBB",2429.2774569,2672.1738474,299.83170569,312.8622904,"N","N",242.8963905,13.03058471,"No Change in Rating","No Change in LT_Flag",0.123424232517522,0.117081562902209,-0.00634266961531331
"11025789","LU0003 NXP BV/NXP FUNDING LLC 144A FIX 3.875% 01.09.2022 LU0003_LXEUR_11025789_LU0003_LU0003_LXEUR","BBB","BBB",1818.4324539,1844.7295718,45.46081135,46.11823929,"N","N",26.2971179000001,0.657427939999998,"No Change in Rating","No Change in LT_Flag",0.0250000000013748,0.0249999999972896,-4.08523562200891e-12
"11063578","CITIGROUP INC VAR 01.09.2023_11063578","A","A",6888.396908,6968.090573,96.43755671,97.55326803,"N","N",79.6936649999989,1.11571132,"No Change in Rating","No Change in LT_Flag",0.0139999999997097,0.0140000000011481,1.43843617572692e-12
"11082668","BARCLAYS PLC . CONV FIX TO FLOAT 7.875% 15.12.2198_11082668","BB","BB",4687.546204,5092.833478,210.93957921,229.17750653,"N","N",405.287274,18.23792732,"No Change in Rating","No Change in LT_Flag",0.0450000000063999,0.0450000000039271,-2.47284831500494e-12
"11114722","RUSSIAN FEDERATION REGS FIX 4.750% 27.05.2026_11114722","BBB","BBB",22208.134373,21419.719856,2329.9745224,2156.6737457,"N","N",-788.414517000001,-173.3007767,"No Change in Rating","No Change in LT_Flag",0.104915364940907,0.100686365657387,-0.00422899928352058
"11163655","WOODSIDE FINANCE LTD 144A FIX 3.700% 15.09.2026_11163655","BBB","BBB",1138.1259658,1225.2274801,123.36832975,127.24428686,"N","N",87.1015143,3.87595711,"No Change in Rating","No Change in LT_Flag",0.10839602421625,0.103853601822263,-0.00454242239398731
"11218526","AMER AIRLINE 16-3 AA PTT FIX 3.000% 15.10.2028_11218526","BBB","BBB",416.4213718,446.1589238,52.10905303,55.04505698,"N","N",29.7375520000001,2.93600395,"No Change in Rating","No Change in LT_Flag",0.125135395440336,0.123375447724262,-0.00175994771607332
